Freq.	V(out_fs)
1.65958690743754e+00	(-8.56571067788257e+01dB,8.99999804595572e+01°)
1.66341265037015e+00	(-8.56371067788257e+01dB,8.99999804145118e+01°)
1.66724721255104e+00	(-8.56171067788257e+01dB,8.99999803693626e+01°)
1.67109061431069e+00	(-8.55971067788257e+01dB,8.99999803241093e+01°)
1.67494287602642e+00	(-8.55771067788257e+01dB,8.99999802787517e+01°)
1.67880401812254e+00	(-8.55571067788257e+01dB,8.99999802332895e+01°)
1.68267406107045e+00	(-8.55371067788257e+01dB,8.99999801877226e+01°)
1.68655302538872e+00	(-8.55171067788257e+01dB,8.99999801420506e+01°)
1.69044093164324e+00	(-8.54971067788257e+01dB,8.99999800962733e+01°)
1.69433780044731e+00	(-8.54771067788257e+01dB,8.99999800503904e+01°)
1.69824365246172e+00	(-8.54571067788257e+01dB,8.99999800044018e+01°)
1.70215850839493e+00	(-8.54371067788257e+01dB,8.99999799583072e+01°)
1.70608238900310e+00	(-8.54171067788257e+01dB,8.99999799121064e+01°)
1.71001531509027e+00	(-8.53971067788257e+01dB,8.99999798657990e+01°)
1.71395730750840e+00	(-8.53771067788257e+01dB,8.99999798193848e+01°)
1.71790838715757e+00	(-8.53571067788257e+01dB,8.99999797728637e+01°)
1.72186857498599e+00	(-8.53371067788257e+01dB,8.99999797262354e+01°)
1.72583789199018e+00	(-8.53171067788257e+01dB,8.99999796794995e+01°)
1.72981635921508e+00	(-8.52971067788257e+01dB,8.99999796326559e+01°)
1.73380399775412e+00	(-8.52771067788257e+01dB,8.99999795857043e+01°)
1.73780082874935e+00	(-8.52571067788257e+01dB,8.99999795386445e+01°)
1.74180687339159e+00	(-8.52371067788257e+01dB,8.99999794914762e+01°)
1.74582215292048e+00	(-8.52171067788257e+01dB,8.99999794441992e+01°)
1.74984668862464e+00	(-8.51971067788257e+01dB,8.99999793968132e+01°)
1.75388050184174e+00	(-8.51771067788257e+01dB,8.99999793493179e+01°)
1.75792361395867e+00	(-8.51571067788257e+01dB,8.99999793017132e+01°)
1.76197604641161e+00	(-8.51371067788257e+01dB,8.99999792539987e+01°)
1.76603782068614e+00	(-8.51171067788257e+01dB,8.99999792061742e+01°)
1.77010895831740e+00	(-8.50971067788257e+01dB,8.99999791582395e+01°)
