Freq.	V(out_fs)
1.87931681680324e+05	(-4.57656397695051e+00dB,-9.10284324211483e+01°)
1.88364908948977e+05	(-4.55656191330387e+00dB,-9.10308036988398e+01°)
1.88799134909627e+05	(-4.53655984013920e+00dB,-9.10331804463298e+01°)
1.89234361864495e+05	(-4.51655775741263e+00dB,-9.10355626762512e+01°)
1.89670592121112e+05	(-4.49655566508008e+00dB,-9.10379504012663e+01°)
1.90107827992327e+05	(-4.47655356309730e+00dB,-9.10403436340668e+01°)
1.90546071796322e+05	(-4.45655145141981e+00dB,-9.10427423873738e+01°)
1.90985325856621e+05	(-4.43654933000292e+00dB,-9.10451466739380e+01°)
1.91425592502106e+05	(-4.41654719880176e+00dB,-9.10475565065394e+01°)
1.91866874067026e+05	(-4.39654505777124e+00dB,-9.10499718979877e+01°)
1.92309172891013e+05	(-4.37654290686605e+00dB,-9.10523928611226e+01°)
1.92752491319091e+05	(-4.35654074604069e+00dB,-9.10548194088133e+01°)
1.93196831701689e+05	(-4.33653857524944e+00dB,-9.10572515539588e+01°)
1.93642196394658e+05	(-4.31653639444639e+00dB,-9.10596893094881e+01°)
1.94088587759275e+05	(-4.29653420358538e+00dB,-9.10621326883603e+01°)
1.94536008162263e+05	(-4.27653200262007e+00dB,-9.10645817035644e+01°)
1.94984459975801e+05	(-4.25652979150391e+00dB,-9.10670363681195e+01°)
1.95433945577536e+05	(-4.23652757019009e+00dB,-9.10694966950750e+01°)
1.95884467350596e+05	(-4.21652533863166e+00dB,-9.10719626975105e+01°)
1.96336027683602e+05	(-4.19652309678138e+00dB,-9.10744343885360e+01°)
1.96788628970681e+05	(-4.17652084459183e+00dB,-9.10769117812918e+01°)
1.97242273611482e+05	(-4.15651858201537e+00dB,-9.10793948889488e+01°)
1.97696964011183e+05	(-4.13651630900414e+00dB,-9.10818837247083e+01°)
1.98152702580507e+05	(-4.11651402551006e+00dB,-9.10843783018024e+01°)
1.98609491735734e+05	(-4.09651173148482e+00dB,-9.10868786334938e+01°)
1.99067333898716e+05	(-4.07650942687989e+00dB,-9.10893847330758e+01°)
1.99526231496885e+05	(-4.05650711164652e+00dB,-9.10918966138729e+01°)
1.99986186963271e+05	(-4.03650478573574e+00dB,-9.10944142892402e+01°)
